FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
6017,El Dorado,California,US,2022-01-06 04:22:09,38.77965956,-120.5233166,20274,172,,,"El Dorado, California, US",10513.215413574771,0.8483772319226596
6019,Fresno,California,US,2022-01-06 04:22:09,36.75733899,-119.6466953,166383,2380,,,"Fresno, California, US",16653.371380871402,1.4304260025002404
6021,Glenn,California,US,2022-01-06 04:22:09,39.59875897,-122.3938452,4767,39,,,"Glenn, California, US",16789.349487549753,0.8181246066708622
6023,Humboldt,California,US,2022-01-06 04:22:09,40.69923009,-123.876044,11680,124,,,"Humboldt, California, US",8616.975759453519,1.0615529492337985
6025,Imperial,California,US,2022-01-06 04:22:09,33.0393082,-115.36690420000001,43000,800,,,"Imperial, California, US",23728.7200286952,1.8604651162790697
6027,Inyo,California,US,2022-01-06 04:22:09,36.51112084,-117.41119779999998,2910,49,,,"Inyo, California, US",16131.714618326958,1.6838487972508591
6029,Kern,California,US,2022-01-06 04:22:09,35.34329425,-118.72777959999999,166790,1918,,,"Kern, California, US",18528.063701258157,1.1499490377120931
6031,Kings,California,US,2022-01-06 04:22:09,36.07409056,-119.8159973,37167,388,,,"Kings, California, US",24304.95619197071,1.0437964058969116
6033,Lake,California,US,2022-01-06 04:22:09,39.10124298,-122.75362439999999,7331,117,,,"Lake, California, US",11386.015593451992,1.5959623516573456
6035,Lassen,California,US,2022-01-06 04:22:09,40.67311306,-120.59350990000002,8127,59,,,"Lassen, California, US",26582.278481012658,0.7259751445797957
6037,Los Angeles,California,US,2022-01-06 04:22:09,34.30828379,-118.22824109999999,1806828,27698,,,"Los Angeles, California, US",17997.895629561473,1.5329627391207132
6039,Madera,California,US,2022-01-06 04:22:09,37.21513971,-119.76655890000002,27770,332,,,"Madera, California, US",17651.134261760537,1.1955347497299245
6041,Marin,California,US,2022-01-06 04:22:09,38.07122463,-122.72106310000001,22411,251,,,"Marin, California, US",8658.712803195971,1.119985721297577
6043,Mariposa,California,US,2022-01-06 04:22:09,37.57978556,-119.9073334,1828,18,,,"Mariposa, California, US",10626.053595303145,0.9846827133479212
6045,Mendocino,California,US,2022-01-06 04:22:09,39.4381191,-123.39113130000001,9335,105,,,"Mendocino, California, US",10760.930961740192,1.1247991430101767
6047,Merced,California,US,2022-01-06 04:22:09,37.18922369,-120.72090349999999,47737,700,,,"Merced, California, US",17191.371362719678,1.4663678069422041
6049,Modoc,California,US,2022-01-06 04:22:09,41.58965602,-120.7244817,820,6,,,"Modoc, California, US",9274.968894921389,0.7317073170731707
6051,Mono,California,US,2022-01-06 04:22:09,37.93899289,-118.8872409,2211,4,,,"Mono, California, US",15307.394073663803,0.18091361374943465
6053,Monterey,California,US,2022-01-06 04:22:09,36.21862405,-121.24133970000001,56085,643,,,"Monterey, California, US",12921.225357726218,1.1464536604500233
6055,Napa,California,US,2022-01-06 04:22:09,38.50735751,-122.33283899999999,15530,107,,,"Napa, California, US",11274.538273899409,0.6889890534449453
6057,Nevada,California,US,2022-01-06 04:22:09,39.30394768,-120.76272809999999,10979,110,,,"Nevada, California, US",11005.96461330259,1.001912742508425
6059,Orange,California,US,2022-01-06 04:22:09,33.70147516,-117.76459979999998,383719,5901,,,"Orange, California, US",12083.004271195066,1.5378440994581972
80006,Out of CA,California,US,2022-01-06 04:22:09,,,0,0,,,"Out of CA, California, US",,
6061,Placer,California,US,2022-01-06 04:22:09,39.06167234,-120.72405690000001,46511,494,,,"Placer, California, US",11676.528698638562,1.0621143385435703
6063,Plumas,California,US,2022-01-06 04:22:09,40.00355989,-120.8395236,2074,12,,,"Plumas, California, US",11027.808794597757,0.5785920925747348
6065,Riverside,California,US,2022-01-06 04:22:09,33.74314981,-115.9933578,431264,5504,,,"Riverside, California, US",17456.303181563915,1.2762425046259154
6067,Sacramento,California,US,2022-01-06 04:22:09,38.45106826,-121.34253740000001,187297,2559,,,"Sacramento, California, US",12067.719118744273,1.3662719302929023
6069,San Benito,California,US,2022-01-06 04:22:09,36.60308176,-121.069975,8967,86,,,"San Benito, California, US",14280.028021908038,0.9588582896643996
6071,San Bernardino,California,US,2022-01-06 04:22:09,34.84060306,-116.1774685,417139,6060,,,"San Bernardino, California, US",19134.666767580162,1.4527078858545566
6073,San Diego,California,US,2022-01-06 04:22:09,33.03484597,-116.73653259999999,482431,4487,,,"San Diego, California, US",14451.267549942637,0.9300811929581639
6075,San Francisco,California,US,2022-01-06 04:22:09,37.75215114,-122.43856720000001,74091,688,,,"San Francisco, California, US",8404.637745604612,0.9285878176836593
6077,San Joaquin,California,US,2022-01-06 04:22:09,37.93433732,-121.2730061,116475,1911,,,"San Joaquin, California, US",15282.464823105225,1.6406954282034771
6079,San Luis Obispo,California,US,2022-01-06 04:22:09,35.38822029,-120.4039028,35303,371,,,"San Luis Obispo, California, US",12469.66737428076,1.0509021896156134
6081,San Mateo,California,US,2022-01-06 04:22:09,37.422880799999994,-122.32755459999998,67727,636,,,"San Mateo, California, US",8835.035932650902,0.9390641841510771
6083,Santa Barbara,California,US,2022-01-06 04:22:09,34.65329488,-120.0188492,54293,574,,,"Santa Barbara, California, US",12159.71368356928,1.0572265301235886
6085,Santa Clara,California,US,2022-01-06 04:22:09,37.23104908,-121.6970462,178913,1964,,,"Santa Clara, California, US",9280.587928948902,1.0977218359453598
6087,Santa Cruz,California,US,2022-01-06 04:22:09,37.05580291,-122.0066524,25079,228,,,"Santa Cruz, California, US",9179.28502670078,0.9091271581801508
6089,Shasta,California,US,2022-01-06 04:22:09,40.76391419,-122.0396884,27237,498,,,"Shasta, California, US",15124.944469124834,1.8283951977089987
6091,Sierra,California,US,2022-01-06 04:22:09,39.57713498,-120.52007009999998,237,0,,,"Sierra, California, US",7886.855241264558,0.0
6093,Siskiyou,California,US,2022-01-06 04:22:09,41.59198861,-122.54074340000001,4974,61,,,"Siskiyou, California, US",11424.24033625026,1.22637716123844
6095,Solano,California,US,2022-01-06 04:22:09,38.26827353,-121.9357113,52720,383,,,"Solano, California, US",11782.380155615076,0.7261627135354455
6097,Sonoma,California,US,2022-01-06 04:22:09,38.52746429,-122.88625060000001,49292,418,,,"Sonoma, California, US",9971.35551527706,0.848007790310801
6099,Stanislaus,California,US,2022-01-06 04:22:09,37.55862499,-120.9970722,95971,1486,,,"Stanislaus, California, US",17694.58468020194,1.5250880055830947
6101,Sutter,California,US,2022-01-06 04:22:09,39.03417539,-121.6945899,15466,193,,,"Sutter, California, US",15949.098183993152,1.247898616319669
6103,Tehama,California,US,2022-01-06 04:22:09,40.12570935,-122.23701709999999,10626,140,,,"Tehama, California, US",16326.593325548523,1.3175230566534915
6105,Trinity,California,US,2022-01-06 04:22:09,40.64917670000001,-123.114713,1043,18,,,"Trinity, California, US",8490.028490028491,1.725790987535954
6107,Tulare,California,US,2022-01-06 04:22:09,36.22026558,-118.8020203,90638,1172,,,"Tulare, California, US",19442.078958375787,1.2930558926719478
6109,Tuolumne,California,US,2022-01-06 04:22:09,38.02644018,-119.95250929999999,8352,91,,,"Tuolumne, California, US",15330.959286317413,1.08955938697318
90006,Unassigned,California,US,2022-01-06 04:22:09,,,4144,3,,,"Unassigned, California, US",,0.07239382239382239
6111,Ventura,California,US,2022-01-06 04:22:09,34.44465746,-119.09106129999999,118957,1213,,,"Ventura, California, US",14061.129590097471,1.019687620840969
6113,Yolo,California,US,2022-01-06 04:22:09,38.68278902,-121.90182879999999,24391,270,,,"Yolo, California, US",11061.67800453515,1.106965684063794
6115,Yuba,California,US,2022-01-06 04:22:09,39.26255932,-121.35356440000001,11534,101,,,"Yuba, California, US",14661.615904815171,0.8756719264782382
8001,Adams,Colorado,US,2022-01-06 04:22:09,39.87432092,-104.3362578,98088,1045,,,"Adams, Colorado, US",18957.096832173414,1.0653698719517168
8003,Alamosa,Colorado,US,2022-01-06 04:22:09,37.57250606,-105.7885451,3176,56,,,"Alamosa, Colorado, US",19565.08347193988,1.7632241813602014
8005,Arapahoe,Colorado,US,2022-01-06 04:22:09,39.64977461,-104.3353617,108374,989,,,"Arapahoe, Colorado, US",16505.581869964513,0.9125805082399837
8007,Archuleta,Colorado,US,2022-01-06 04:22:09,37.19474156,-107.04768670000001,2116,9,,,"Archuleta, Colorado, US",15083.042269584432,0.42533081285444235
8009,Baca,Colorado,US,2022-01-06 04:22:09,37.31940883,-102.5603223,596,7,,,"Baca, Colorado, US",16643.395699525274,1.174496644295302
8011,Bent,Colorado,US,2022-01-06 04:22:09,37.95474293,-103.0720195,1963,44,,,"Bent, Colorado, US",35198.1351981352,2.2414671421293937
8013,Boulder,Colorado,US,2022-01-06 04:22:09,40.09313619,-105.3546767,41638,298,,,"Boulder, Colorado, US",12764.718144919008,0.7156923963687016
8014,Broomfield,Colorado,US,2022-01-06 04:22:09,39.95998787,-105.0566324,9201,98,,,"Broomfield, Colorado, US",13057.546299581352,1.065101619389197
8015,Chaffee,Colorado,US,2022-01-06 04:22:09,38.74745778,-106.19265729999998,3047,38,,,"Chaffee, Colorado, US",14968.55963843584,1.2471283229405974
8017,Cheyenne,Colorado,US,2022-01-06 04:22:09,38.82777431,-102.6032558,252,9,,,"Cheyenne, Colorado, US",13762.971054068816,3.5714285714285716
8019,Clear Creek,Colorado,US,2022-01-06 04:22:09,39.68864463,-105.6463118,1061,7,,,"Clear Creek, Colorado, US",10938.144329896908,0.6597549481621112
8021,Conejos,Colorado,US,2022-01-06 04:22:09,37.201606,-106.19174879999998,1218,46,,,"Conejos, Colorado, US",14844.606946983547,3.7766830870279144
8023,Costilla,Colorado,US,2022-01-06 04:22:09,37.27732493,-105.4276548,452,14,,,"Costilla, Colorado, US",11628.505273990224,3.0973451327433628
8025,Crowley,Colorado,US,2022-01-06 04:22:09,38.32608609,-103.7844965,2524,27,,,"Crowley, Colorado, US",41643.29318594292,1.06973058637084
8027,Custer,Colorado,US,2022-01-06 04:22:09,38.10883162,-105.3683478,505,14,,,"Custer, Colorado, US",9964.483030781375,2.772277227722772
8029,Delta,Colorado,US,2022-01-06 04:22:09,38.86246243,-107.86313419999999,4816,123,,,"Delta, Colorado, US",15454.720492908027,2.5539867109634553
8031,Denver,Colorado,US,2022-01-06 04:22:09,39.76018276,-104.87256950000001,124126,1103,,,"Denver, Colorado, US",17068.77371216882,0.8886131833781802
8033,Dolores,Colorado,US,2022-01-06 04:22:09,37.75208676,-108.5211585,292,6,,,"Dolores, Colorado, US",14209.245742092457,2.0547945205479454
8035,Douglas,Colorado,US,2022-01-06 04:22:09,39.33133796,-104.930001,54487,347,,,"Douglas, Colorado, US",15516.553990556853,0.636849156679575
8037,Eagle,Colorado,US,2022-01-06 04:22:09,39.62754308,-106.6933637,12462,32,,,"Eagle, Colorado, US",22605.982549385957,0.2567806130637137
8041,El Paso,Colorado,US,2022-01-06 04:22:09,38.83240149,-104.5251411,130428,1426,,,"El Paso, Colorado, US",18104.86630399929,1.0933235194896802
8039,Elbert,Colorado,US,2022-01-06 04:22:09,39.28656773,-104.13587209999999,3477,31,,,"Elbert, Colorado, US",13008.342998241611,0.8915731952832902
8043,Fremont,Colorado,US,2022-01-06 04:22:09,38.47362326,-105.43996670000001,10795,162,,,"Fremont, Colorado, US",22565.271013190082,1.5006947660954146
8045,Garfield,Colorado,US,2022-01-06 04:22:09,39.59921777,-107.902708,10332,78,,,"Garfield, Colorado, US",17202.51078070628,0.7549361207897793
8047,Gilpin,Colorado,US,2022-01-06 04:22:09,39.85646523,-105.5252597,656,3,,,"Gilpin, Colorado, US",10507.768700945058,0.4573170731707317
8049,Grand,Colorado,US,2022-01-06 04:22:09,40.10603347,-106.11780420000001,2666,20,,,"Grand, Colorado, US",16944.197279776283,0.7501875468867217
8051,Gunnison,Colorado,US,2022-01-06 04:22:09,38.66611652,-107.0320729,2272,13,,,"Gunnison, Colorado, US",13011.10983850647,0.5721830985915493
8053,Hinsdale,Colorado,US,2022-01-06 04:22:09,37.82247444,-107.3004345,72,0,,,"Hinsdale, Colorado, US",8780.487804878048,0.0
8055,Huerfano,Colorado,US,2022-01-06 04:22:09,37.68473101,-104.9612585,957,27,,,"Huerfano, Colorado, US",13875.598086124402,2.8213166144200628
8057,Jackson,Colorado,US,2022-01-06 04:22:09,40.66593870000001,-106.3408905,130,0,,,"Jackson, Colorado, US",9339.080459770115,0.0
8059,Jefferson,Colorado,US,2022-01-06 04:22:09,39.58635604,-105.2517692,86947,1112,,,"Jefferson, Colorado, US",14916.766887237705,1.2789400439348109
8061,Kiowa,Colorado,US,2022-01-06 04:22:09,38.43260896,-102.7392145,282,4,,,"Kiowa, Colorado, US",20056.89900426743,1.4184397163120568
8063,Kit Carson,Colorado,US,2022-01-06 04:22:09,39.30497777,-102.60221990000001,1307,27,,,"Kit Carson, Colorado, US",18416.232210793292,2.0657995409334355
8067,La Plata,Colorado,US,2022-01-06 04:22:09,37.28632032,-107.8429014,8052,68,,,"La Plata, Colorado, US",14322.050479358248,0.8445106805762543
8065,Lake,Colorado,US,2022-01-06 04:22:09,39.20278823,-106.35556969999999,1338,2,,,"Lake, Colorado, US",16463.639719453673,0.14947683109118087
8069,Larimer,Colorado,US,2022-01-06 04:22:09,40.66671597,-105.4625784,52281,402,,,"Larimer, Colorado, US",14648.682120151641,0.7689217880300683
8071,Las Animas,Colorado,US,2022-01-06 04:22:09,37.3153406,-104.03764579999999,2454,33,,,"Las Animas, Colorado, US",16917.137736109198,1.3447432762836187
8073,Lincoln,Colorado,US,2022-01-06 04:22:09,38.98749519,-103.51366490000001,1475,9,,,"Lincoln, Colorado, US",25872.65392036485,0.6101694915254238
8075,Logan,Colorado,US,2022-01-06 04:22:09,40.7249637,-103.110817,5456,97,,,"Logan, Colorado, US",24347.360435539293,1.7778592375366569
8077,Mesa,Colorado,US,2022-01-06 04:22:09,39.01787888,-108.469799,31011,472,,,"Mesa, Colorado, US",20109.5908177161,1.5220405662506853
8079,Mineral,Colorado,US,2022-01-06 04:22:09,37.66954283,-106.92816979999999,156,1,,,"Mineral, Colorado, US",20286.085825747723,0.6410256410256411
8081,Moffat,Colorado,US,2022-01-06 04:22:09,40.61810999,-108.2070876,2329,48,,,"Moffat, Colorado, US",17533.689678536477,2.06097037355088
8083,Montezuma,Colorado,US,2022-01-06 04:22:09,37.33859579,-108.59588570000001,4288,57,,,"Montezuma, Colorado, US",16377.038536454951,1.3292910447761195
8085,Montrose,Colorado,US,2022-01-06 04:22:09,38.40214114,-108.26390220000002,7187,146,,,"Montrose, Colorado, US",16808.550446700032,2.031445665785446
8087,Morgan,Colorado,US,2022-01-06 04:22:09,40.26279810000001,-103.8093302,4333,126,,,"Morgan, Colorado, US",14906.426310719693,2.9079159935379644
8089,Otero,Colorado,US,2022-01-06 04:22:09,37.9014485,-103.7173385,3410,116,,,"Otero, Colorado, US",18656.30812999234,3.401759530791789
8091,Ouray,Colorado,US,2022-01-06 04:22:09,38.14717457,-107.7675136,663,6,,,"Ouray, Colorado, US",13388.529886914375,0.9049773755656109
80008,Out of CO,Colorado,US,2022-01-06 04:22:09,,,0,0,,,"Out of CO, Colorado, US",,
8093,Park,Colorado,US,2022-01-06 04:22:09,39.120926000000004,-105.7182065,2109,15,,,"Park, Colorado, US",11191.297426373045,0.7112375533428165
8095,Phillips,Colorado,US,2022-01-06 04:22:09,40.59414277,-102.3577703,634,15,,,"Phillips, Colorado, US",14865.181711606096,2.365930599369085
8097,Pitkin,Colorado,US,2022-01-06 04:22:09,39.21720112,-106.9310027,4625,6,,,"Pitkin, Colorado, US",26031.406540215004,0.12972972972972974
8099,Prowers,Colorado,US,2022-01-06 04:22:09,37.95544985,-102.3926052,2056,43,,,"Prowers, Colorado, US",16891.225764048635,2.0914396887159534
8101,Pueblo,Colorado,US,2022-01-06 04:22:09,38.17359144,-104.5127437,32484,678,,,"Pueblo, Colorado, US",19287.037476844154,2.087181381603251
8103,Rio Blanco,Colorado,US,2022-01-06 04:22:09,39.97913541,-108.2179009,1306,12,,,"Rio Blanco, Colorado, US",20651.486401012018,0.9188361408882083
8105,Rio Grande,Colorado,US,2022-01-06 04:22:09,37.5836865,-106.3847838,2020,40,,,"Rio Grande, Colorado, US",17928.463654921452,1.9801980198019802
8107,Routt,Colorado,US,2022-01-06 04:22:09,40.48596505,-106.9905548,4662,24,,,"Routt, Colorado, US",18183.945705593258,0.5148005148005148
8109,Saguache,Colorado,US,2022-01-06 04:22:09,38.08054629,-106.28246599999999,864,10,,,"Saguache, Colorado, US",12661.195779601409,1.1574074074074074
8111,San Juan,Colorado,US,2022-01-06 04:22:09,37.76248981,-107.67632890000002,129,0,,,"San Juan, Colorado, US",17719.78021978022,0.0
8113,San Miguel,Colorado,US,2022-01-06 04:22:09,38.00450883,-108.4020725,1705,7,,,"San Miguel, Colorado, US",20846.069201613893,0.41055718475073316
8115,Sedgwick,Colorado,US,2022-01-06 04:22:09,40.87595412,-102.3519227,369,6,,,"Sedgwick, Colorado, US",16414.59074733096,1.6260162601626016
8117,Summit,Colorado,US,2022-01-06 04:22:09,39.63803232,-106.1150762,7619,12,,,"Summit, Colorado, US",24568.70142852536,0.15750098438115237
8119,Teller,Colorado,US,2022-01-06 04:22:09,38.88133511,-105.16148929999999,3639,51,,,"Teller, Colorado, US",14333.543406333702,1.4014839241549877
90008,Unassigned,Colorado,US,2022-01-06 04:22:09,,,117,0,,,"Unassigned, Colorado, US",,0.0
8121,Washington,Colorado,US,2022-01-06 04:22:09,39.97015535,-103.202587,784,25,,,"Washington, Colorado, US",15973.920130399349,3.188775510204082
8123,Weld,Colorado,US,2022-01-06 04:22:09,40.55499405,-104.39296209999999,59746,590,,,"Weld, Colorado, US",18412.164244418967,0.9875138084557962
8125,Yuma,Colorado,US,2022-01-06 04:22:09,40.00346839,-102.4258673,1509,22,,,"Yuma, Colorado, US",15061.383371593967,1.4579191517561298
9001,Fairfield,Connecticut,US,2022-01-06 04:22:09,41.26809896,-73.3881171,153836,2380,,,"Fairfield, Connecticut, US",16307.726230001741,1.5471021087391768
9003,Hartford,Connecticut,US,2022-01-06 04:22:09,41.80283011,-72.73103891,135790,2726,,,"Hartford, Connecticut, US",15227.874220607366,2.0075115987922527
9005,Litchfield,Connecticut,US,2022-01-06 04:22:09,41.7937534,-73.2451475,24121,378,,,"Litchfield, Connecticut, US",13375.810306488547,1.5670992081588657
9007,Middlesex,Connecticut,US,2022-01-06 04:22:09,41.45949668,-72.53714864,20276,424,,,"Middlesex, Connecticut, US",12482.454628284373,2.0911422371276385
9009,New Haven,Connecticut,US,2022-01-06 04:22:09,41.408032500000004,-72.93620426,145539,2371,,,"New Haven, Connecticut, US",17026.944500015794,1.6291165941775057
9011,New London,Connecticut,US,2022-01-06 04:22:09,41.48896435,-72.10430976,38819,532,,,"New London, Connecticut, US",14637.300815215342,1.370462917643422
9013,Tolland,Connecticut,US,2022-01-06 04:22:09,41.85853803,-72.3308481,15561,216,,,"Tolland, Connecticut, US",10324.374174799796,1.3880855986119145
90009,Unassigned,Connecticut,US,2022-01-06 04:22:09,,,2076,2,,,"Unassigned, Connecticut, US",,0.09633911368015415
9015,Windham,Connecticut,US,2022-01-06 04:22:09,41.82972709,-71.98182316,18794,252,,,"Windham, Connecticut, US",16093.23354626569,1.3408534638714484
10001,Kent,Delaware,US,2022-01-06 04:22:09,39.08646628,-75.56884914,36166,493,,,"Kent, Delaware, US",20004.867633555696,1.3631587679035557
10003,New Castle,Delaware,US,2022-01-06 04:22:09,39.57992638,-75.64054974,109986,1112,,,"New Castle, Delaware, US",19684.189615089315,1.0110377684432563
10005,Sussex,Delaware,US,2022-01-06 04:22:09,38.66143781,-75.39031349,46085,681,,,"Sussex, Delaware, US",19675.52566976198,1.4777042421612239
90010,Unassigned,Delaware,US,2022-01-06 04:22:09,,,731,0,,,"Unassigned, Delaware, US",,0.0
88888,,Diamond Princess,US,2020-08-04 02:27:56,,,49,0,,,"Diamond Princess, US",,0.0
11001,District of Columbia,District of Columbia,US,2022-01-06 04:22:09,38.90417773,-77.01655992,106819,1222,,,"District of Columbia, District of Columbia ,US",15135.551024514381,1.1439912375139254
12001,Alachua,Florida,US,2022-01-06 04:22:09,29.67866525,-82.35928158,43595,285,,,"Alachua, Florida, US",16203.72951535628,0.6537446954926024
12003,Baker,Florida,US,2022-01-06 04:22:09,30.33060121,-82.28467476,6171,62,,,"Baker, Florida, US",21126.32660047929,1.0046994004213257
12005,Bay,Florida,US,2022-01-06 04:22:09,30.26548745,-85.62122584,33815,394,,,"Bay, Florida, US",19355.48496036175,1.1651633890285376
12007,Bradford,Florida,US,2022-01-06 04:22:09,29.95079741,-82.16611613,5503,58,,,"Bradford, Florida, US",19513.492429346483,1.0539705615119026
12009,Brevard,Florida,US,2022-01-06 04:22:09,28.29409504,-80.73091022,89390,914,,,"Brevard, Florida, US",14850.26796601666,1.0224857366595816
12011,Broward,Florida,US,2022-01-06 04:22:09,26.15184651,-80.48725556,442977,3079,,,"Broward, Florida, US",22684.452610588607,0.6950699471981615
12013,Calhoun,Florida,US,2022-01-06 04:22:09,30.40666734,-85.19394153,3091,45,,,"Calhoun, Florida, US",21914.214817440625,1.455839534131349
12015,Charlotte,Florida,US,2022-01-06 04:22:09,26.90131002,-81.92949121,24996,437,,,"Charlotte, Florida, US",13231.69763379387,1.748279724755961
12017,Citrus,Florida,US,2022-01-06 04:22:09,28.84804315,-82.47614748,21412,463,,,"Citrus, Florida, US",14307.38288219061,2.1623388753969737
12019,Clay,Florida,US,2022-01-06 04:22:09,29.98319144,-81.85609986,35880,352,,,"Clay, Florida, US",16364.730994472116,0.9810479375696767
12021,Collier,Florida,US,2022-01-06 04:22:09,26.11091986,-81.34687065,63519,551,,,"Collier, Florida, US",16502.642231009453,0.8674569813756514
12023,Columbia,Florida,US,2022-01-06 04:22:09,30.22509788,-82.62160164,15470,170,,,"Columbia, Florida, US",21580.22486957007,1.098901098901099
12027,DeSoto,Florida,US,2022-01-06 04:22:09,27.18677893,-81.80941373,7104,97,,,"DeSoto, Florida, US",18694.24488829241,1.365427927927928
12029,Dixie,Florida,US,2022-01-06 04:22:09,29.60631086,-83.15724673,3017,24,,,"Dixie, Florida, US",17930.583620587186,0.7954922108054359
12031,Duval,Florida,US,2022-01-06 04:22:09,30.33225875,-81.66976468,178482,1483,,,"Duval, Florida, US",18635.454787497845,0.8308961127732769
12033,Escambia,Florida,US,2022-01-06 04:22:09,30.67652764,-87.37284571,60831,706,,,"Escambia, Florida, US",19110.255218085167,1.160592461080699
12035,Flagler,Florida,US,2022-01-06 04:22:09,29.45933576,-81.31508595,15621,114,,,"Flagler, Florida, US",13573.91750158584,0.7297868254273094
12037,Franklin,Florida,US,2022-01-06 04:22:09,29.83791238,-84.82731662,2305,20,,,"Franklin, Florida, US",19010.309278350516,0.8676789587852495
12039,Gadsden,Florida,US,2022-01-06 04:22:09,30.57796289,-84.61915825,9581,99,,,"Gadsden, Florida, US",20983.355234340783,1.0332950631458093
12041,Gilchrist,Florida,US,2022-01-06 04:22:09,29.72856978,-82.79880657,3246,44,,,"Gilchrist, Florida, US",17468.51792056829,1.3555144793592113
12043,Glades,Florida,US,2022-01-06 04:22:09,26.95635849,-81.18996211,1508,19,,,"Glades, Florida, US",10918.832814423286,1.259946949602122
12045,Gulf,Florida,US,2022-01-06 04:22:09,29.93543004,-85.24270990000002,3060,45,,,"Gulf, Florida, US",22435.662438595205,1.4705882352941178
12047,Hamilton,Florida,US,2022-01-06 04:22:09,30.49673973,-82.94998918,2849,25,,,"Hamilton, Florida, US",19746.32658719157,0.8775008775008775
12049,Hardee,Florida,US,2022-01-06 04:22:09,27.49293939,-81.80956574,6313,45,,,"Hardee, Florida, US",23436.165868507996,0.7128148265483922
12051,Hendry,Florida,US,2022-01-06 04:22:09,26.55386945,-81.16469006,8469,87,,,"Hendry, Florida, US",20153.72899909571,1.0272759475735034
12053,Hernando,Florida,US,2022-01-06 04:22:09,28.55364461,-82.42700204,30211,482,,,"Hernando, Florida, US",15579.104785478547,1.5954453675813445
12055,Highlands,Florida,US,2022-01-06 04:22:09,27.34254618,-81.34071957,17070,366,,,"Highlands, Florida, US",16070.268590956592,2.1441124780316345
12057,Hillsborough,Florida,US,2022-01-06 04:22:09,27.9276559,-82.32013172,269732,1832,,,"Hillsborough, Florida, US",18324.58314311181,0.6791926801417704
12059,Holmes,Florida,US,2022-01-06 04:22:09,30.86747479,-85.81319222,3977,49,,,"Holmes, Florida, US",20273.232400468984,1.2320844857933115
12061,Indian River,Florida,US,2022-01-06 04:22:09,27.69308961,-80.60556721,23455,306,,,"Indian River, Florida, US",14666.4332209876,1.3046258793434236
12063,Jackson,Florida,US,2022-01-06 04:22:09,30.795459700000002,-85.21500423,10533,158,,,"Jackson, Florida, US",22693.58383246434,1.500047469856641
12065,Jefferson,Florida,US,2022-01-06 04:22:09,30.43669112,-83.89442308,2660,28,,,"Jefferson, Florida, US",18671.907903973046,1.0526315789473684
12067,Lafayette,Florida,US,2022-01-06 04:22:09,29.98484137,-83.18166636,2250,26,,,"Lafayette, Florida, US",26715.744478746143,1.1555555555555554
12069,Lake,Florida,US,2022-01-06 04:22:09,28.76202069,-81.7125123,60138,663,,,"Lake, Florida, US",16381.109071197814,1.1024643320363166
12071,Lee,Florida,US,2022-01-06 04:22:09,26.58410348,-81.88399313,137699,1009,,,"Lee, Florida, US",17869.59641930657,0.7327576816098882
12073,Leon,Florida,US,2022-01-06 04:22:09,30.45955727,-84.27491114,57600,332,,,"Leon, Florida, US",19619.73145492571,0.5763888888888888
12075,Levy,Florida,US,2022-01-06 04:22:09,29.31829741,-82.74007147,7289,56,,,"Levy, Florida, US",17562.585837168397,0.7682809713266566
12077,Liberty,Florida,US,2022-01-06 04:22:09,30.23766008,-84.8829258,1896,16,,,"Liberty, Florida, US",22695.714627723246,0.8438818565400844
12079,Madison,Florida,US,2022-01-06 04:22:09,30.44396917,-83.47398594,3832,45,,,"Madison, Florida, US",20721.354025847617,1.174321503131524
12081,Manatee,Florida,US,2022-01-06 04:22:09,27.47196942,-82.31831044,70594,689,,,"Manatee, Florida, US",17506.131386499295,0.9760036263705131
12083,Marion,Florida,US,2022-01-06 04:22:09,29.21227113,-82.05803627,59835,996,,,"Marion, Florida, US",16367.18739314895,1.664577588368012
12085,Martin,Florida,US,2022-01-06 04:22:09,27.0772071,-80.43109784,22577,335,,,"Martin, Florida, US",14022.98136645963,1.4838109580546575
12086,Miami-Dade,Florida,US,2022-01-06 04:22:09,25.6112362,-80.55170587,854670,6472,,,"Miami-Dade, Florida, US",31457.080391911488,0.7572513367732575
12087,Monroe,Florida,US,2022-01-06 04:22:09,25.20904673,-81.07812416,12767,52,,,"Monroe, Florida, US",17199.70900468826,0.407300070494243
12089,Nassau,Florida,US,2022-01-06 04:22:09,30.61037141,-81.80297522,16258,127,,,"Nassau, Florida, US",18344.710860366715,0.7811538934678313
12091,Okaloosa,Florida,US,2022-01-06 04:22:09,30.69143028,-86.59267105,36397,367,,,"Okaloosa, Florida, US",17271.208799552052,1.0083248619391707
12093,Okeechobee,Florida,US,2022-01-06 04:22:09,27.386336199999995,-80.88944347,7739,89,,,"Okeechobee, Florida, US",18352.779358755448,1.1500193823491407
12095,Orange,Florida,US,2022-01-06 04:22:09,28.51367621,-81.31799498,263427,1310,,,"Orange, Florida, US",18904.633959404408,0.4972914697430408
12097,Osceola,Florida,US,2022-01-06 04:22:09,28.06312234,-81.14882926,81952,529,,,"Osceola, Florida, US",21810.188129905182,0.6454998047637641
12099,Palm Beach,Florida,US,2022-01-06 04:22:09,26.64676272,-80.46536002,270915,2883,,,"Palm Beach, Florida, US",18099.97528010316,1.064171419079785
