FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
2063,Chugach,Alaska,US,2022-01-07 04:22:09,61.16666,-149.9,1258,9,,,"Chugach, Alaska, US",18634.27640349578,0.7154213036565977
2066,Copper River,Alaska,US,2022-01-07 04:22:09,60.3886,-162.8905196,724,4,,,"Copper River, Alaska, US",26824.7499073731,0.5524861878453039
2068,Denali,Alaska,US,2022-01-07 04:22:09,63.67264044,-150.0076108,302,1,,,"Denali, Alaska, US",14401.525989508818,0.33112582781456956
2070,Dillingham,Alaska,US,2022-01-07 04:22:09,59.79603738,-158.23819419999995,1022,10,,,"Dillingham, Alaska, US",20789.25956061839,0.9784735812133072
2090,Fairbanks North Star,Alaska,US,2022-01-07 04:22:09,64.80726247,-146.5692662,18109,118,,,"Fairbanks North Star, Alaska, US",18698.179640471248,0.6516096968358275
2100,Haines,Alaska,US,2022-01-07 04:22:09,59.09893571,-135.4679843,285,1,,,"Haines, Alaska, US",11264.822134387352,0.3508771929824561
2110,Juneau,Alaska,US,2022-01-07 04:22:09,58.45031811,-134.200436,4826,15,,,"Juneau, Alaska, US",15093.513479702258,0.31081641110650643
2122,Kenai Peninsula,Alaska,US,2022-01-07 04:22:09,60.24429722,-151.53888840000005,12417,81,,,"Kenai Peninsula, Alaska, US",21150.43946310554,0.6523314810340662
2130,Ketchikan Gateway,Alaska,US,2022-01-07 04:22:09,55.57445008,-130.975561,2428,15,,,"Ketchikan Gateway, Alaska, US",17466.36932594777,0.6177924217462932
2150,Kodiak Island,Alaska,US,2022-01-07 04:22:09,57.65529415,-153.7493579,2847,10,,,"Kodiak Island, Alaska, US",21903.369749192185,0.3512469265893923
2158,Kusilvak,Alaska,US,2022-01-07 04:22:09,62.15429159999999,-163.39678830000003,2503,9,,,"Kusilvak, Alaska, US",30105.84556170315,0.3595685177786656
2170,Matanuska-Susitna,Alaska,US,2022-01-07 04:22:09,62.31305045,-149.5741743,25620,177,,,"Matanuska-Susitna, Alaska, US",23652.796883222392,0.6908665105386417
2180,Nome,Alaska,US,2022-01-07 04:22:09,64.90320724,-164.0353804,2444,3,,,"Nome, Alaska, US",24430.22790883647,0.12274959083469722
2185,North Slope,Alaska,US,2022-01-07 04:22:09,69.31479216,-153.4836093,2981,9,,,"North Slope, Alaska, US",30319.365337672905,0.3019121100301912
2188,Northwest Arctic,Alaska,US,2022-01-07 04:22:09,67.04919196,-159.7503946,2465,10,,,"Northwest Arctic, Alaska, US",32344.83663561213,0.4056795131845842
2195,Petersburg,Alaska,US,2022-01-07 04:22:09,57.13978948,-132.9540995,554,3,,,"Petersburg, Alaska, US",16962.645437844458,0.5415162454873647
2198,Prince of Wales-Hyder,Alaska,US,2022-01-07 04:22:09,55.76261984,-133.0511621,666,6,,,"Prince of Wales-Hyder, Alaska, US",10736.740286957924,0.9009009009009009
2220,Sitka,Alaska,US,2022-01-07 04:22:09,57.24124555,-135.3206587,1441,6,,,"Sitka, Alaska, US",16966.913929118098,0.4163775156141568
2230,Skagway,Alaska,US,2022-01-07 04:22:09,59.56149996,-135.33377480000001,97,0,,,"Skagway, Alaska, US",8199.492814877429,0.0
2240,Southeast Fairbanks,Alaska,US,2022-01-07 04:22:09,63.87692095,-143.2127643,1450,14,,,"Southeast Fairbanks, Alaska, US",21035.833454228927,0.9655172413793104
90002,Unassigned,Alaska,US,2022-01-07 04:22:09,,,559,1,,,"Unassigned, Alaska, US",,0.17889087656529518
2261,Valdez-Cordova,Alaska,US,2022-01-07 04:22:09,61.47502768,-144.7126799,0,0,,,"Valdez-Cordova, Alaska, US",0.0,
2275,Wrangell,Alaska,US,2022-01-07 04:22:09,56.3202004,-132.05837309999998,241,1,,,"Wrangell, Alaska, US",9632.294164668265,0.4149377593360996
2282,Yakutat,Alaska,US,2022-01-07 04:22:09,59.890980799999994,-140.36014509999998,307,3,,,"Yakutat, Alaska, US",11257.792445911255,0.9771986970684039
2290,Yukon-Koyukuk,Alaska,US,2022-01-07 04:22:09,65.50815459,-151.39073869999999,851,8,,,"Yukon-Koyukuk, Alaska, US",16271.51051625239,0.9400705052878966
60,,American Samoa,US,2022-01-07 04:22:09,-14.270999999999999,-170.132,10,0,,,"American Samoa, US",17.97235851260761,0.0
4001,Apache,Arizona,US,2022-01-07 04:22:09,35.39465006,-109.4892383,16610,545,,,"Apache, Arizona, US",23105.70756882329,3.281155930162553
4003,Cochise,Arizona,US,2022-01-07 04:22:09,31.87934684,-109.7516088,20555,476,,,"Cochise, Arizona, US",16323.597147440481,2.3157382631963026
4005,Coconino,Arizona,US,2022-01-07 04:22:09,35.83883429,-111.77071780000001,29386,420,,,"Coconino, Arizona, US",20481.47425353369,1.4292520247737017
4007,Gila,Arizona,US,2022-01-07 04:22:09,33.80190085,-110.8132779,12486,314,,,"Gila, Arizona, US",23114.517383094528,2.514816594585936
4009,Graham,Arizona,US,2022-01-07 04:22:09,32.93166885,-109.8882178,9060,159,,,"Graham, Arizona, US",23328.26943378737,1.7549668874172186
4011,Greenlee,Arizona,US,2022-01-07 04:22:09,33.21498827,-109.2405279,1528,27,,,"Greenlee, Arizona, US",16087.597388923985,1.7670157068062826
4012,La Paz,Arizona,US,2022-01-07 04:22:09,33.72854224,-113.98100290000001,3743,110,,,"La Paz, Arizona, US",17732.61322721243,2.9388191290408763
4013,Maricopa,Arizona,US,2022-01-07 04:22:09,33.34835867,-112.49181540000001,904822,13849,,,"Maricopa, Arizona, US",20172.54148669443,1.5305772848140298
4015,Mohave,Arizona,US,2022-01-07 04:22:09,35.70471703,-113.7577902,40269,1201,,,"Mohave, Arizona, US",18978.6078866628,2.9824430703518834
4017,Navajo,Arizona,US,2022-01-07 04:22:09,35.3997715,-110.3218983,27817,760,,,"Navajo, Arizona, US",25077.530561465508,2.7321422151921486
80004,Out of AZ,Arizona,US,2022-01-07 04:22:09,,,0,0,,,"Out of AZ, Arizona, US",,
4019,Pima,Arizona,US,2022-01-07 04:22:09,32.0971334,-111.7890033,178631,3210,,,"Pima, Arizona, US",17056.677351498503,1.797000520626319
4021,Pinal,Arizona,US,2022-01-07 04:22:09,32.90525627,-111.3449483,91800,1339,,,"Pinal, Arizona, US",19836.253670679296,1.4586056644880174
4023,Santa Cruz,Arizona,US,2022-01-07 04:22:09,31.52508998,-110.8479088,10798,206,,,"Santa Cruz, Arizona, US",23222.504193728764,1.907760696425264
90004,Unassigned,Arizona,US,2022-01-07 04:22:09,,,2,0,,,"Unassigned, Arizona, US",,0.0
4025,Yavapai,Arizona,US,2022-01-07 04:22:09,34.59933926,-112.5538588,37245,981,,,"Yavapai, Arizona, US",15842.262195925972,2.6339105920257753
4027,Yuma,Arizona,US,2022-01-07 04:22:09,32.76895712,-113.90666740000002,45489,989,,,"Yuma, Arizona, US",21277.72034782284,2.1741519927894655
5001,Arkansas,Arkansas,US,2022-01-07 04:22:09,34.29145151,-91.37277296,3875,65,,,"Arkansas, Arkansas, US",22160.58561134622,1.6774193548387097
5003,Ashley,Arkansas,US,2022-01-07 04:22:09,33.19153461,-91.76984709999999,3497,56,,,"Ashley, Arkansas, US",17790.10021875159,1.6013726050900772
5005,Baxter,Arkansas,US,2022-01-07 04:22:09,36.28784385,-92.33782872,6825,206,,,"Baxter, Arkansas, US",16276.3521892588,3.0183150183150182
5007,Benton,Arkansas,US,2022-01-07 04:22:09,36.33644656,-94.25680817,48337,697,,,"Benton, Arkansas, US",17316.338337972567,1.4419595754804808
5009,Boone,Arkansas,US,2022-01-07 04:22:09,36.3084504,-93.09374925,7197,142,,,"Boone, Arkansas, US",19226.864714682626,1.9730443240238988
5011,Bradley,Arkansas,US,2022-01-07 04:22:09,33.46755808,-92.15980837,2135,43,,,"Bradley, Arkansas, US",19836.47681873084,2.0140515222482436
5013,Calhoun,Arkansas,US,2022-01-07 04:22:09,33.55598792,-92.49974403,659,9,,,"Calhoun, Arkansas, US",12699.942185392176,1.3657056145675266
5015,Carroll,Arkansas,US,2022-01-07 04:22:09,36.34038560000001,-93.54270261,4696,81,,,"Carroll, Arkansas, US",16546.863988724454,1.7248722316865417
5017,Chicot,Arkansas,US,2022-01-07 04:22:09,33.26458973,-91.29539209,2199,49,,,"Chicot, Arkansas, US",21733.54417869144,2.228285584356526
5019,Clark,Arkansas,US,2022-01-07 04:22:09,34.04613432,-93.17484713,3901,67,,,"Clark, Arkansas, US",17477.598566308243,1.7175083311971289
5021,Clay,Arkansas,US,2022-01-07 04:22:09,36.36826212,-90.4148172,3035,77,,,"Clay, Arkansas, US",20857.673012164112,2.5370675453047777
5023,Cleburne,Arkansas,US,2022-01-07 04:22:09,35.53864922,-92.02640019,4453,103,,,"Cleburne, Arkansas, US",17869.898471046192,2.3130473837862113
5025,Cleveland,Arkansas,US,2022-01-07 04:22:09,33.89723187,-92.18537045,1594,33,,,"Cleveland, Arkansas, US",20035.193564605328,2.0702634880803013
5027,Columbia,Arkansas,US,2022-01-07 04:22:09,33.21230701,-93.22642793,3799,77,,,"Columbia, Arkansas, US",16195.591934177432,2.02684917083443
5029,Conway,Arkansas,US,2022-01-07 04:22:09,35.26205537,-92.70506566,3677,49,,,"Conway, Arkansas, US",17638.875563657293,1.3326081044329616
5031,Craighead,Arkansas,US,2022-01-07 04:22:09,35.83018283,-90.63235729,27426,262,,,"Craighead, Arkansas, US",24857.702207881666,0.9552978925107563
5033,Crawford,Arkansas,US,2022-01-07 04:22:09,35.58928601,-94.2446814,11814,199,,,"Crawford, Arkansas, US",18676.193939010704,1.6844421872354833
5035,Crittenden,Arkansas,US,2022-01-07 04:22:09,35.21247318,-90.30839406,10617,191,,,"Crittenden, Arkansas, US",22139.50578667501,1.7990016012056136
5037,Cross,Arkansas,US,2022-01-07 04:22:09,35.29631396,-90.77185818,3358,72,,,"Cross, Arkansas, US",20451.91546379195,2.144133412745682
5039,Dallas,Arkansas,US,2022-01-07 04:22:09,33.97042763,-92.65167437,1248,21,,,"Dallas, Arkansas, US",17805.678413468402,1.6826923076923077
5041,Desha,Arkansas,US,2022-01-07 04:22:09,33.83011025,-91.25500948,2140,36,,,"Desha, Arkansas, US",18836.37003784878,1.6822429906542056
5043,Drew,Arkansas,US,2022-01-07 04:22:09,33.59035001,-91.71777921,3226,58,,,"Drew, Arkansas, US",17706.78961523684,1.7978921264724117
5045,Faulkner,Arkansas,US,2022-01-07 04:22:09,35.14719007,-92.33717519,23895,249,,,"Faulkner, Arkansas, US",18963.23220138564,1.042059008160703
5047,Franklin,Arkansas,US,2022-01-07 04:22:09,35.51202821,-93.89299569,2976,59,,,"Franklin, Arkansas, US",16799.322607959355,1.98252688172043
5049,Fulton,Arkansas,US,2022-01-07 04:22:09,36.38177105,-91.81729127,2107,79,,,"Fulton, Arkansas, US",16887.072212871684,3.749406739439962
5051,Garland,Arkansas,US,2022-01-07 04:22:09,34.57692074,-93.14921604,17315,431,,,"Garland, Arkansas, US",17421.970901334193,2.4891712388102802
5053,Grant,Arkansas,US,2022-01-07 04:22:09,34.29017991,-92.42320562,3180,52,,,"Grant, Arkansas, US",17410.34765945798,1.6352201257861636
5055,Greene,Arkansas,US,2022-01-07 04:22:09,36.11735460000001,-90.55832668,11691,137,,,"Greene, Arkansas, US",25793.712079426357,1.1718415875459756
5057,Hempstead,Arkansas,US,2022-01-07 04:22:09,33.73325583,-93.66935133,3362,49,,,"Hempstead, Arkansas, US",15613.969905257292,1.4574657941701368
5059,Hot Spring,Arkansas,US,2022-01-07 04:22:09,34.31709259,-92.95396325,8429,113,,,"Hot Spring, Arkansas, US",24959.284593290096,1.3406097995017203
5061,Howard,Arkansas,US,2022-01-07 04:22:09,34.09007427,-93.9934871,2822,39,,,"Howard, Arkansas, US",21375.549159218303,1.3819985825655563
5063,Independence,Arkansas,US,2022-01-07 04:22:09,35.74242707,-91.57001641,7627,174,,,"Independence, Arkansas, US",20163.91275611368,2.2813688212927756
5065,Izard,Arkansas,US,2022-01-07 04:22:09,36.09604046,-91.90847954,3014,58,,,"Izard, Arkansas, US",22114.60855528652,1.92435301924353
5067,Jackson,Arkansas,US,2022-01-07 04:22:09,35.59802983,-91.21494602,4886,47,,,"Jackson, Arkansas, US",29224.23589927627,0.9619320507572656
5069,Jefferson,Arkansas,US,2022-01-07 04:22:09,34.26767081,-91.92619839,13821,238,,,"Jefferson, Arkansas, US",20682.688854303844,1.7220172201722017
5071,Johnson,Arkansas,US,2022-01-07 04:22:09,35.56759135,-93.46036368,4980,64,,,"Johnson, Arkansas, US",18737.3015275792,1.285140562248996
5073,Lafayette,Arkansas,US,2022-01-07 04:22:09,33.24116713,-93.60677071,955,28,,,"Lafayette, Arkansas, US",14417.270531400964,2.931937172774869
5075,Lawrence,Arkansas,US,2022-01-07 04:22:09,36.04188196,-91.10867198,3826,64,,,"Lawrence, Arkansas, US",23320.736315981958,1.67276529012023
5077,Lee,Arkansas,US,2022-01-07 04:22:09,34.78498904,-90.78383866,2390,55,,,"Lee, Arkansas, US",26984.30619848708,2.301255230125523
5079,Lincoln,Arkansas,US,2022-01-07 04:22:09,33.95317155,-91.74002806,4001,59,,,"Lincoln, Arkansas, US",30720.208845208846,1.4746313421644588
5081,Little River,Arkansas,US,2022-01-07 04:22:09,33.70375665,-94.23468591,2291,85,,,"Little River, Arkansas, US",18688.31062892569,3.710170231340026
5083,Logan,Arkansas,US,2022-01-07 04:22:09,35.21413234,-93.71951016,3927,57,,,"Logan, Arkansas, US",18294.046398956485,1.4514896867838045
5085,Lonoke,Arkansas,US,2022-01-07 04:22:09,34.75392199,-91.88742357,14127,184,,,"Lonoke, Arkansas, US",19270.48520645487,1.3024704466624195
5087,Madison,Arkansas,US,2022-01-07 04:22:09,36.01038185,-93.72524943,2964,45,,,"Madison, Arkansas, US",17881.27413127413,1.5182186234817814
5089,Marion,Arkansas,US,2022-01-07 04:22:09,36.26844485,-92.68451899,2606,75,,,"Marion, Arkansas, US",15610.398945729004,2.8779739063699155
5091,Miller,Arkansas,US,2022-01-07 04:22:09,33.31403423,-93.89285258,7094,153,,,"Miller, Arkansas, US",16399.657858843653,2.1567521849450237
5093,Mississippi,Arkansas,US,2022-01-07 04:22:09,35.76271485,-90.05194370000002,9963,160,,,"Mississippi, Arkansas, US",24508.62217411626,1.6059419853457795
5095,Monroe,Arkansas,US,2022-01-07 04:22:09,34.6815935,-91.20540287,1325,26,,,"Monroe, Arkansas, US",19773.16818385316,1.9622641509433962
5097,Montgomery,Arkansas,US,2022-01-07 04:22:09,34.53704874,-93.65824478,1215,53,,,"Montgomery, Arkansas, US",13521.032717560647,4.362139917695473
5099,Nevada,Arkansas,US,2022-01-07 04:22:09,33.66340119,-93.30632432,1575,43,,,"Nevada, Arkansas, US",19086.282113427053,2.7301587301587302
5101,Newton,Arkansas,US,2022-01-07 04:22:09,35.91947491,-93.21612969,1377,44,,,"Newton, Arkansas, US",17760.866761253706,3.195352214960058
5103,Ouachita,Arkansas,US,2022-01-07 04:22:09,33.58839816,-92.87795984,3988,91,,,"Ouachita, Arkansas, US",17055.854931143615,2.2818455366098296
5105,Perry,Arkansas,US,2022-01-07 04:22:09,34.945915299999996,-92.94372564,1760,26,,,"Perry, Arkansas, US",16834.050693448113,1.4772727272727273
5107,Phillips,Arkansas,US,2022-01-07 04:22:09,34.43268455,-90.84800154,3684,83,,,"Phillips, Arkansas, US",20717.57957485097,2.252985884907709
5109,Pike,Arkansas,US,2022-01-07 04:22:09,34.16250414,-93.65789349,1894,39,,,"Pike, Arkansas, US",17671.207314797535,2.0591341077085534
5111,Poinsett,Arkansas,US,2022-01-07 04:22:09,35.57433534,-90.66268713,5986,106,,,"Poinsett, Arkansas, US",25442.026521591295,1.7707985299031073
5113,Polk,Arkansas,US,2022-01-07 04:22:09,34.48254879,-94.22728802,3178,129,,,"Polk, Arkansas, US",15918.653576437588,4.059156702328509
5115,Pope,Arkansas,US,2022-01-07 04:22:09,35.44871474,-93.03212219,13317,166,,,"Pope, Arkansas, US",20784.43001623173,1.2465269955695728
5117,Prairie,Arkansas,US,2022-01-07 04:22:09,34.83624419,-91.55162157,1408,32,,,"Prairie, Arkansas, US",17464.648970478793,2.272727272727273
5119,Pulaski,Arkansas,US,2022-01-07 04:22:09,34.77054088,-92.31355101,72630,973,,,"Pulaski, Arkansas, US",18532.26880592788,1.3396668043508193
5121,Randolph,Arkansas,US,2022-01-07 04:22:09,36.3415714,-91.02455531,3857,68,,,"Randolph, Arkansas, US",21477.892861120392,1.7630282603059373
5125,Saline,Arkansas,US,2022-01-07 04:22:09,34.64916145,-92.67583224,21750,263,,,"Saline, Arkansas, US",17764.23793461127,1.2091954022988505
5127,Scott,Arkansas,US,2022-01-07 04:22:09,34.85588887,-94.0632176,1858,34,,,"Scott, Arkansas, US",18072.171967707418,1.8299246501614639
5129,Searcy,Arkansas,US,2022-01-07 04:22:09,35.9109364,-92.69936482,1479,33,,,"Searcy, Arkansas, US",18766.653977921585,2.231237322515213
5131,Sebastian,Arkansas,US,2022-01-07 04:22:09,35.19605503,-94.27162713,25085,413,,,"Sebastian, Arkansas, US",19624.17955518005,1.6464022324098067
5133,Sevier,Arkansas,US,2022-01-07 04:22:09,33.99780401,-94.2424869,4330,63,,,"Sevier, Arkansas, US",25460.104662785907,1.4549653579676673
5135,Sharp,Arkansas,US,2022-01-07 04:22:09,36.16258158,-91.47819342,3486,80,,,"Sharp, Arkansas, US",19986.240110079118,2.2948938611589216
5123,St. Francis,Arkansas,US,2022-01-07 04:22:09,35.02201976,-90.74828138,5495,74,,,"St. Francis, Arkansas, US",21985.276466351923,1.3466787989080982
5137,Stone,Arkansas,US,2022-01-07 04:22:09,35.86251946,-92.15684085,2118,49,,,"Stone, Arkansas, US",16935.870782024627,2.3135033050047213
90005,Unassigned,Arkansas,US,2022-01-07 04:22:09,,,8511,0,,,"Unassigned, Arkansas, US",,0.0
5139,Union,Arkansas,US,2022-01-07 04:22:09,33.16887091,-92.59746952,6960,153,,,"Union, Arkansas, US",17992.864898402357,2.1982758620689653
5141,Van Buren,Arkansas,US,2022-01-07 04:22:09,35.58095779,-92.51295036,2582,45,,,"Van Buren, Arkansas, US",15605.92323964944,1.7428350116189
5143,Washington,Arkansas,US,2022-01-07 04:22:09,35.976844,-94.21800746,49949,519,,,"Washington, Arkansas, US",20882.823899292187,1.0390598410378586
5145,White,Arkansas,US,2022-01-07 04:22:09,35.25688493,-91.74908296,15359,212,,,"White, Arkansas, US",19502.749101621524,1.380298196497168
5147,Woodruff,Arkansas,US,2022-01-07 04:22:09,35.18902527,-91.2439489,1231,24,,,"Woodruff, Arkansas, US",19477.848101265827,1.949634443541836
5149,Yell,Arkansas,US,2022-01-07 04:22:09,35.00292371,-93.41171338,5065,90,,,"Yell, Arkansas, US",23733.658216578417,1.7769002961500493
6001,Alameda,California,US,2022-01-07 04:22:09,37.64629437,-121.8929271,149601,1567,,,"Alameda, California, US",8951.02041548971,1.0474528913576782
6003,Alpine,California,US,2022-01-07 04:22:09,38.59678594,-119.82235940000001,112,0,,,"Alpine, California, US",9920.28343666962,0.0
6005,Amador,California,US,2022-01-07 04:22:09,38.44583082,-120.65696000000001,6104,70,,,"Amador, California, US",15355.202253974643,1.146788990825688
6007,Butte,California,US,2022-01-07 04:22:09,39.66727762,-121.6005252,27490,343,,,"Butte, California, US",12541.859425328259,1.2477264459803565
6009,Calaveras,California,US,2022-01-07 04:22:09,38.20537103,-120.55291299999999,4850,90,,,"Calaveras, California, US",10565.297897832479,1.8556701030927836
6011,Colusa,California,US,2022-01-07 04:22:09,39.17881957,-122.2331726,3447,21,,,"Colusa, California, US",15997.586670998282,0.6092254134029591
6013,Contra Costa,California,US,2022-01-07 04:22:09,37.91923498,-121.9289527,120422,1071,,,"Contra Costa, California, US",10439.469938258871,0.8893723738187375
6015,Del Norte,California,US,2022-01-07 04:22:09,41.74228275,-123.89740630000001,3930,43,,,"Del Norte, California, US",14130.591111750326,1.094147582697201
6017,El Dorado,California,US,2022-01-07 04:22:09,38.77965956,-120.5233166,20415,171,,,"El Dorado, California, US",10586.33188656057,0.8376193975018369
6019,Fresno,California,US,2022-01-07 04:22:09,36.75733899,-119.6466953,166504,2377,,,"Fresno, California, US",16665.38217857854,1.427593331091145
6021,Glenn,California,US,2022-01-07 04:22:09,39.59875897,-122.3938452,4822,39,,,"Glenn, California, US",16983.05920473356,0.8087930319369556
6023,Humboldt,California,US,2022-01-07 04:22:09,40.69923009,-123.876044,11901,124,,,"Humboldt, California, US",8779.26791484088,1.0419292496428871
6025,Imperial,California,US,2022-01-07 04:22:09,33.0393082,-115.36690420000001,43460,800,,,"Imperial, California, US",23982.5621499324,1.8407731247123793
6027,Inyo,California,US,2022-01-07 04:22:09,36.51112084,-117.41119779999998,2993,49,,,"Inyo, California, US",16591.828815344532,1.6371533578349482
6029,Kern,California,US,2022-01-07 04:22:09,35.34329425,-118.72777959999999,167686,1922,,,"Kern, California, US",18627.596917136376,1.1461899025559676
6031,Kings,California,US,2022-01-07 04:22:09,36.07409056,-119.8159973,37176,387,,,"Kings, California, US",24307.57159670459,1.040994189799871
6033,Lake,California,US,2022-01-07 04:22:09,39.10124298,-122.75362439999999,7326,117,,,"Lake, California, US",11378.24993010903,1.597051597051597
6035,Lassen,California,US,2022-01-07 04:22:09,40.67311306,-120.59350990000002,8159,59,,,"Lassen, California, US",26686.9459981029,0.7231278342934183
6037,Los Angeles,California,US,2022-01-07 04:22:09,34.30828379,-118.22824109999999,1843922,27728,,,"Los Angeles, California, US",18367.390645403026,1.5037512432738478
6039,Madera,California,US,2022-01-07 04:22:09,37.21513971,-119.76655890000002,27840,332,,,"Madera, California, US",17695.627578228785,1.1925287356321839
6041,Marin,California,US,2022-01-07 04:22:09,38.07122463,-122.72106310000001,22830,251,,,"Marin, California, US",8820.597621568159,1.0994305738063952
6043,Mariposa,California,US,2022-01-07 04:22:09,37.57978556,-119.9073334,1840,18,,,"Mariposa, California, US",10695.808870545836,0.9782608695652174
6045,Mendocino,California,US,2022-01-07 04:22:09,39.4381191,-123.39113130000001,9385,106,,,"Mendocino, California, US",10818.568513758084,1.1294619072988812
6047,Merced,California,US,2022-01-07 04:22:09,37.18922369,-120.72090349999999,47981,700,,,"Merced, California, US",17279.242293287236,1.458910818865801
6049,Modoc,California,US,2022-01-07 04:22:09,41.58965602,-120.7244817,817,6,,,"Modoc, California, US",9241.036081891189,0.7343941248470012
6051,Mono,California,US,2022-01-07 04:22:09,37.93899289,-118.8872409,2234,4,,,"Mono, California, US",15466.629742453611,0.17905102954341987
6053,Monterey,California,US,2022-01-07 04:22:09,36.21862405,-121.24133970000001,57127,639,,,"Monterey, California, US",13161.053400328523,1.1185604005111418
6055,Napa,California,US,2022-01-07 04:22:09,38.50735751,-122.33283899999999,15708,108,,,"Napa, California, US",11403.763503310489,0.6875477463712758
6057,Nevada,California,US,2022-01-07 04:22:09,39.30394768,-120.76272809999999,11033,110,,,"Nevada, California, US",11060.097238233671,0.9970089730807578
6059,Orange,California,US,2022-01-07 04:22:09,33.70147516,-117.76459979999998,389985,5903,,,"Orange, California, US",12280.31559735642,1.5136479608190059
80006,Out of CA,California,US,2022-01-07 04:22:09,,,0,0,,,"Out of CA, California, US",,
6061,Placer,California,US,2022-01-07 04:22:09,39.06167234,-120.72405690000001,46908,492,,,"Placer, California, US",11776.195054841599,1.0488616014325916
6063,Plumas,California,US,2022-01-07 04:22:09,40.00355989,-120.8395236,2089,12,,,"Plumas, California, US",11107.566331685011,0.5744375299186214
6065,Riverside,California,US,2022-01-07 04:22:09,33.74314981,-115.9933578,433749,5502,,,"Riverside, California, US",17556.807280657802,1.2684755469176874
6067,Sacramento,California,US,2022-01-07 04:22:09,38.45106826,-121.34253740000001,188718,2564,,,"Sacramento, California, US",12159.210544966749,1.3586409351519197
6069,San Benito,California,US,2022-01-07 04:22:09,36.60308176,-121.069975,9078,86,,,"San Benito, California, US",14453.572793274741,0.9473452302269222
6071,San Bernardino,California,US,2022-01-07 04:22:09,34.84060306,-116.1774685,418718,6085,,,"San Bernardino, California, US",19206.49882917409,1.4532453823336948
6073,San Diego,California,US,2022-01-07 04:22:09,33.03484597,-116.73653259999999,492713,4495,,,"San Diego, California, US",14759.265860475149,0.9122957989742507
6075,San Francisco,California,US,2022-01-07 04:22:09,37.75215114,-122.43856720000001,75894,686,,,"San Francisco, California, US",8609.164096380351,0.9038922707987456
6077,San Joaquin,California,US,2022-01-07 04:22:09,37.93433732,-121.2730061,116957,1903,,,"San Joaquin, California, US",15345.70713299779,1.6270937182041263
6079,San Luis Obispo,California,US,2022-01-07 04:22:09,35.38822029,-120.4039028,35764,369,,,"San Luis Obispo, California, US",12632.501033163671,1.0317637848115424
6081,San Mateo,California,US,2022-01-07 04:22:09,37.422880799999994,-122.32755459999998,70563,636,,,"San Mateo, California, US",9204.994175375341,0.9013222226946134
6083,Santa Barbara,California,US,2022-01-07 04:22:09,34.65329488,-120.0188492,55039,570,,,"Santa Barbara, California, US",12326.791325400503,1.0356292810552516
6085,Santa Clara,California,US,2022-01-07 04:22:09,37.23104908,-121.6970462,183551,1961,,,"Santa Clara, California, US",9521.010948973262,1.0683679195427973
6087,Santa Cruz,California,US,2022-01-07 04:22:09,37.05580291,-122.0066524,25689,230,,,"Santa Cruz, California, US",9402.55405123475,0.8953248472108685
6089,Shasta,California,US,2022-01-07 04:22:09,40.76391419,-122.0396884,27311,498,,,"Shasta, California, US",15166.037316748112,1.8234411043169418
6091,Sierra,California,US,2022-01-07 04:22:09,39.57713498,-120.52007009999998,233,0,,,"Sierra, California, US",7753.743760399335,0.0
6093,Siskiyou,California,US,2022-01-07 04:22:09,41.59198861,-122.54074340000001,5028,60,,,"Siskiyou, California, US",11548.267070901951,1.1933174224343674
6095,Solano,California,US,2022-01-07 04:22:09,38.26827353,-121.9357113,53216,380,,,"Solano, California, US",11888.044714203059,0.7140709561034275
6097,Sonoma,California,US,2022-01-07 04:22:09,38.52746429,-122.88625060000001,49868,419,,,"Sonoma, California, US",10087.875453133092,0.8402181759845994
6099,Stanislaus,California,US,2022-01-07 04:22:09,37.55862499,-120.9970722,98063,1491,,,"Stanislaus, California, US",17808.266443903678,1.5204511385537869
6101,Sutter,California,US,2022-01-07 04:22:09,39.03417539,-121.6945899,15584,193,,,"Sutter, California, US",16070.784048839343,1.2384496919917864
6103,Tehama,California,US,2022-01-07 04:22:09,40.12570935,-122.23701709999999,10676,140,,,"Tehama, California, US",16403.417122487863,1.3113525665043086
6105,Trinity,California,US,2022-01-07 04:22:09,40.64917670000001,-123.114713,1035,19,,,"Trinity, California, US",8424.908424908424,1.8357487922705313
6107,Tulare,California,US,2022-01-07 04:22:09,36.22026558,-118.8020203,91093,1173,,,"Tulare, California, US",19539.67760271989,1.2876949930291022
6109,Tuolumne,California,US,2022-01-07 04:22:09,38.02644018,-119.95250929999999,8349,90,,,"Tuolumne, California, US",15325.452476228935,1.0779734099892202
90006,Unassigned,California,US,2022-01-07 04:22:09,,,5146,3,,,"Unassigned, California, US",,0.05829770695685969
6111,Ventura,California,US,2022-01-07 04:22:09,34.44465746,-119.09106129999999,119970,1211,,,"Ventura, California, US",14180.750491131266,1.0094190214220222
6113,Yolo,California,US,2022-01-07 04:22:09,38.68278902,-121.90182879999999,25047,269,,,"Yolo, California, US",11359.183673469388,1.073980915878149
6115,Yuba,California,US,2022-01-07 04:22:09,39.26255932,-121.35356440000001,11612,100,,,"Yuba, California, US",14760.766766664972,0.861178091629349
8001,Adams,Colorado,US,2022-01-07 04:22:09,39.87432092,-104.3362578,98891,1047,,,"Adams, Colorado, US",19112.289605562968,1.0587414425984165
